A_A,B_A,C_A,D_A,E_A,F_A,G_A,H_A,I_A,A_B,B_B,C_B,D_B,E_B,F_B,G_B,H_B,I_B,A_C,B_C,C_C,D_C,E_C,F_C,G_C,H_C,I_C,A_D,B_D,C_D,D_D,E_D,F_D,G_D,H_D,I_D
76925,48352,62095,52763,10652,12788,86917,57532,14917,96918,87202,21493,894,67047,18932,69364,61893,46019,45897,24714,16556,72315,23479,20038,43282,11177,72834,9515,40037,6125,40513,95803,28608,15434,14925,90406
31616,18830,61473,5211,35674,2588,30993,16310,42034,51567,91718,89367,99100,98094,74698,20804,42969,76313,55913,34055,23481,58607,34795,7965,64975,31764,87714,53314,85619,32626,82652,20252,16584,79396,67626,74038
20009,17360,39121,81821,85034,40974,44724,70363,64840,62541,89357,29890,14445,76353,10782,36107,21019,47980,60043,56274,74833,96586,88217,66090,45506,51525,22087,96948,90632,86586,18857,1718,69407,72699,65879,45286
60418,38764,89062,82141,59277,84211,93940,60488,1043,13187,29564,57936,89183,69132,80277,88384,10852,95233,90465,74705,48050,66723,44124,40130,42361,92146,50147,3624,37233,75133,29477,21277,94966,43488,75622,61375
1991,27831,69523,54140,59364,36733,58542,69207,34212,83090,86719,38803,13547,28511,42797,37994,58056,39246,33528,60427,98328,97492,39265,27147,68920,64546,18270,66901,59862,91564,68872,92363,79983,79895,17994,69477
40713,41,77258,37861,20677,62770,1815,93049,65150,31809,99777,59801,28589,96047,40122,62107,84526,36600,78789,10197,6453,54209,63247,31911,55825,61767,29774,76957,15867,59491,58497,13863,41572,37082,5083,95100
22235,31950,46822,27904,89033,49815,78200,79018,34869,26039,83007,82619,38776,14573,39272,22217,24818,25460,72179,99898,63469,23418,82823,54744,17088,39736,17107,92759,35942,82567,22160,86280,35287,37757,78910,4591
40583,25998,60241,83393,53188,91310,68885,66409,67155,20290,90037,89324,87989,48044,52377,94518,28346,96198,59390,15791,37146,51982,89215,76301,1947,33670,78502,10718,672,9951,77870,28722,5603,11262,26152,84266
97648,52381,66065,62983,87394,98494,47435,78775,94869,37991,80891,61861,49399,82365,1990,95629,69284,29593,70597,18695,84976,8816,7311,14959,91358,64995,75966,86453,80620,31904,93909,5662,17242,95265,85264,68216
22559,88231,28431,43895,39226,1750,59840,32439,45772,99433,38710,86908,83703,15559,57392,19597,67008,95322,87471,42548,14600,43626,94986,98501,76597,25757,70868,61904,92511,16625,1403,27366,51700,25109,59012,64722
9447,91012,8530,81544,71927,64087,90431,84969,11429,79774,75843,16769,90351,2558,34263,16041,97090,43972,84734,93692,30941,50688,86382,4002,42935,19510,59764,25434,86009,67909,39285,36482,14876,2428,55652,50320
20717,2642,48955,31932,63297,22735,25382,39074,18174,64957,53298,92594,42797,13437,95274,30673,87515,17284,45270,25532,13418,7355,64175,3758,96683,90251,58619,57874,10978,68628,55515,92413,99474,82961,97403,36103
25854,83794,9399,13409,73508,18455,83437,44362,81700,15861,71448,8278,97758,69440,48448,80488,40804,72735,85823,28183,5371,76923,63677,80228,26253,89423,88366,45,32582,57103,62183,68760,18612,32447,89073,66918
19985,64880,329,71191,24513,39151,64817,85428,25846,92283,9628,96542,5973,60003,36144,14960,42725,49019,89539,41060,10700,34924,80166,33720,14967,33475,68471,29350,90557,70319,78112,63012,10599,92383,41448,20171
57447,31810,39717,3795,78206,48525,63454,721,52097,76305,51404,73229,53226,63477,61674,95375,26423,30008,14159,4077,20359,87803,27550,68480,23564,11675,87665,15006,63239,27271,48523,66785,94064,22524,8021,12130
72112,2688,68438,9907,91845,29725,72276,63486,54763,62531,6749,75966,44321,22064,40438,87434,15397,21774,12165,8830,91990,50802,89375,24902,56911,94070,94249,72984,72398,79405,55662,16037,20674,41142,43986,65339
35661,32485,68196,60295,39825,28241,11682,67352,91407,74215,51392,34056,27103,23591,54574,64640,74941,46159,39449,57974,67581,26615,10529,6108,26309,68270,28112,33212,50360,12242,14922,33273,88572,62534,42765,7275
63644,38304,56383,15109,54987,74861,95421,15933,92990,34024,5608,40843,78236,84997,65382,51803,43173,82833,8220,73540,59943,33057,5024,53280,2904,3660,15885,94890,75357,6168,81953,51446,28730,3348,75732,54998
95423,37442,50718,10088,54305,37858,33406,52890,73934,54909,97097,50466,6934,4622,78319,26870,59909,53559,36753,43113,53966,732,64217,74156,62582,68270,950,73354,46110,31946,86495,93033,38024,78768,80379,62888
81853,82198,95703,27508,91249,91245,11973,50475,73168,11193,74570,84534,59418,23766,60101,30678,57287,3674,50628,72177,36985,96130,42028,35059,20876,24862,8274,69964,73495,4662,5649,7719,96338,56242,12573,73876
54935,20997,30029,81670,4912,93536,42608,74416,88414,20046,64147,31567,35540,55797,78828,48930,11767,30120,77890,6911,14050,10136,80227,73171,3500,10849,62951,69260,41497,93885,97184,61634,52898,98164,22550,53917
4545,52877,3061,97552,44177,16287,27269,44312,15807,79726,23943,50911,5884,19195,63633,60893,4077,72246,34724,57939,80996,34289,48235,84664,9124,38475,98918,99716,73965,23024,64607,22301,72495,17814,12069,8597
14939,52314,21022,39556,1324,90789,35671,20639,22642,80440,58503,71247,44590,88746,51341,49272,9499,21708,46552,87399,26786,42912,22991,50787,50353,91303,12795,62404,56021,1755,11878,4490,28029,1753,6548,92609
62948,22682,32282,22070,85023,38499,49051,80315,78654,14881,71336,76544,66696,89879,41964,61918,47186,64781,26254,76543,5777,68628,74995,41149,10148,74568,84497,90057,11636,51392,79158,78673,71700,59456,18700,27176
93979,10292,75387,97074,57115,85580,52675,38180,60418,63881,35078,44726,50324,77086,96633,18067,94358,29127,75,1668,98296,76912,53276,75371,81722,68001,60598,11430,77924,64264,35385,21632,47961,61636,15088,97870
57659,66472,76528,29188,96104,69147,82101,72030,33010,36770,82922,5636,18475,52367,13553,92238,52240,82345,10194,88964,15254,53110,24323,57136,54185,65730,26701,11182,16895,13609,92923,22777,89203,40563,51573,99920
71185,24358,53450,41580,92979,52559,47682,18787,81874,91805,36107,41286,24070,26368,54763,48988,7598,58900,48213,37700,56170,88027,94448,35394,33845,76359,11079,56523,17279,58638,65567,7241,76197,83188,80874,27720
28401,96168,33099,76407,21221,3329,85795,13981,48471,74660,64466,13776,56620,57679,63156,52588,45130,43460,38436,67253,54177,67722,89292,79457,78443,46019,24277,41445,47157,95768,81330,54765,73248,9059,60051,43118
89043,34928,21316,49049,91627,9605,92415,71362,78659,85393,9665,84870,26025,96036,69698,30904,30336,77510,60662,48712,39493,60992,11892,10252,24288,91189,21985,47576,49045,48130,4897,5019,99716,76977,61641,13400
93343,12795,59901,25366,86022,32681,66848,64616,64890,60218,57108,32908,26266,81102,17471,24610,5197,25908,15939,29890,19650,54589,90641,7386,16662,73154,65417,27351,33334,21675,8877,33625,76007,64167,96279,24102
60846,86153,87213,28646,22969,13799,9882,84445,31936,93952,72498,92404,44446,71522,76162,50121,24813,82095,19180,23417,67064,1112,22934,60242,29646,74139,81625,71320,77870,87966,839,38322,77832,69352,93084,20219
57638,73296,46338,31521,73590,79357,6695,15763,76532,42785,87039,81896,75220,17057,38343,58571,55786,80352,87048,8347,89809,37213,69966,10507,25581,20243,57013,42825,24350,8867,10886,4451,95579,62302,40671,30314
4479,59631,84242,77345,23571,57047,39156,96313,82183,95069,62536,24563,2190,91676,39463,44608,84352,68875,75523,8257,25203,36437,1533,89538,28480,69115,49335,94620,88901,15703,71121,35884,6949,73944,91428,79729
76423,20948,50399,10301,69631,65926,28918,75651,55841,97314,21037,99155,12760,84514,36361,88698,71321,95689,77122,53117,91784,37300,12278,84909,733,6375,57872,85779,52304,28871,35413,28344,92652,76147,4768,59386
63696,17686,84167,40177,67038,17645,61286,96613,83355,27357,88025,61782,81692,77169,49966,77321,52990,69704,21098,65023,70492,15607,4256,55703,74328,1778,96504,98978,21191,3121,48956,32309,994,4969,22552,70904
99316,80809,2881,75225,45389,53447,1004,50349,7212,61238,73373,12113,34027,6960,19114,22906,4691,91075,7089,95519,65001,54239,55739,50284,26097,14970,66719,60398,81660,20572,22200,97736,30075,63615,28045,67910
41003,78789,41964,91642,24548,31222,64529,3305,47583,39103,74043,14630,88826,97457,29567,85373,42881,12651,61528,77072,8875,82115,73335,53235,54793,7488,99161,70839,91380,79796,28613,14078,19087,34643,17539,36459
60659,3080,9922,96313,86797,80336,842,54498,92216,27972,29629,57309,83482,1133,97664,381,83447,69941,97323,7980,43910,91722,34628,18010,88696,25000,82442,39906,60701,8302,66414,11719,81181,94944,54289,45139
11389,97243,94869,64618,22786,26385,12203,42288,46589,88246,71570,60133,25982,32865,71920,58113,42084,82223,95039,16752,22339,58647,93885,85993,25553,51997,16702,69275,3074,87705,81857,63916,46578,21452,48388,32669
39406,12723,81292,20063,77412,26679,83296,79583,19522,2663,10017,30926,35331,34789,70707,16308,65739,96523,38385,37789,65640,72333,72391,75947,62522,97410,70267,99799,41418,58750,72464,46844,93728,62,7272,3821
43324,49327,58932,30532,28408,46137,40517,69858,15700,80122,30539,40349,16216,39864,39772,74967,83394,36251,93582,78229,5154,39868,53929,9811,68305,27654,10601,82130,51884,49798,29491,53260,60713,44148,48241,41356
84197,42560,99911,58948,23292,62974,45263,21423,41852,89266,67972,28770,80181,48778,5882,88202,58039,84882,94338,42880,43823,98073,99415,68402,47598,58793,61678,23048,78873,2093,97712,22301,56090,7645,76080,82459
20674,18268,73101,27131,35878,61220,30865,57189,14757,54038,6767,26005,19747,84593,95632,83208,89539,66984,76466,42290,32055,94708,42454,5992,51641,5419,37413,6426,53587,68916,97646,69743,38606,26633,71032,43667
51759,46043,34342,66811,81970,85220,94493,71922,55718,75547,44989,38198,53845,98233,53586,25637,38151,26535,87237,29818,2532,59440,4518,20851,57386,9958,73372,22468,51228,46226,4045,43175,33617,63638,9343,4704
65847,18970,22011,42507,96310,21416,68899,6986,267,18084,30459,82332,27423,50895,79297,86049,39208,89857,46345,68681,29614,66908,53766,56936,39070,75514,88022,6589,57905,58619,19840,96880,66482,89585,6295,73995
89321,11366,32106,68596,8678,46876,47701,89608,49056,96497,54147,50291,90506,93665,24961,70051,5119,92889,17633,33545,27930,97653,55134,7013,87550,63700,27528,3097,41946,8140,41286,6397,40781,60768,44841,91215
3712,66553,84903,17961,85804,25294,99350,79550,90812,69294,12333,56200,90239,20520,81117,98802,8325,8252,66720,4013,98394,57405,42085,92788,7909,7954,77017,66841,50822,2501,14556,42713,6586,83197,5562,12070
43192,27683,41775,31249,84831,57347,50239,29847,79232,32129,19552,25237,36708,8449,77823,57498,38781,87099,31666,21673,30698,28538,41159,92004,58026,12033,31474,35151,437,14238,27383,54306,85698,68686,1941,55448
6590,66437,29781,8874,48737,119,33685,40186,58099,53268,1470,32482,12012,57374,40197,22412,95262,13119,23235,85205,66249,86093,14070,1017,51259,37760,30822,84437,97947,78238,67568,84932,415,45083,14376,67052
43283,25692,87577,56456,99567,42702,41205,22020,77300,48050,19571,54920,44844,99950,12018,44555,63990,18539,93344,29561,79273,54922,44141,40692,84239,49031,77604,31548,44124,27860,83093,320,66989,287,48278,35396
10501,68855,61814,63466,2382,59943,75405,21298,77961,17292,25789,12471,58013,70842,53140,51632,58123,53587,63640,27142,68817,83485,90603,44233,95171,45630,26195,78058,93439,50693,98760,5004,44322,48881,62986,89952
85496,14319,60970,80149,90694,70578,92875,14786,57544,85348,61778,25098,75693,85043,95104,1056,79130,93296,6576,36079,24798,77468,53776,51344,28471,23824,11721,2464,34618,61420,47009,96674,94151,56881,4288,97003
65660,54071,49950,39649,46435,15139,24707,48611,10483,75365,67162,47583,8666,88455,12519,91780,70640,620,99744,56513,62625,89611,49350,15792,52089,14409,85936,3776,53731,28199,24624,1527,38329,74783,38904,83358
56880,33786,8270,35719,36622,97046,59816,80660,70159,97279,98297,12472,48105,35711,3304,79450,46576,80006,18584,64094,30004,22541,36357,13859,2794,83016,88853,13177,28397,85353,62352,69738,26128,28697,54333,54788
56486,2603,23987,81040,71986,3526,81933,73481,79140,42982,63039,19456,29962,93784,63636,73431,84863,16294,91719,69503,16205,17660,49774,65476,99915,6049,77255,13151,59237,57987,42213,787,58444,59327,60522,56763
56110,36205,70028,6980,92792,1288,54232,42790,86580,31726,16781,72618,6757,9492,12896,73732,20177,50040,97071,26677,94322,24403,11628,91396,34282,52465,91515,21007,530,36056,2512,68247,87899,82566,84171,61822
99910,68421,95842,39097,57868,20311,82524,87628,8865,33501,11437,64142,84155,98206,94187,83883,89866,96350,37268,59603,56769,27304,66314,90223,66283,99051,41576,63755,40480,95246,33665,73555,16690,84122,68331,26154
3124,59992,4602,10560,56796,39160,22875,88703,16698,34230,61571,41633,44787,17915,3075,3285,52643,17733,17644,24847,47768,91679,99750,73060,24794,25607,56354,43945,62322,34794,18034,10947,11271,83113,15568,66519
80134,81704,24891,66400,49331,51005,44195,12693,36807,2637,77188,91249,42250,32385,78195,43130,7003,92556,13162,10873,61992,84518,43370,46992,81195,58222,75233,57264,71884,95799,42635,6205,36334,65071,35701,48182
87821,96291,23698,4056,5963,6039,91684,73226,12560,59361,87235,30342,46175,69253,19950,10017,30194,68111,85935,54346,40940,21810,58622,83280,46766,21919,10668,3579,34297,52053,72166,49099,58205,49884,72352,64640
84074,52552,97352,82792,99725,20597,85480,19379,73508,12141,5894,87867,6151,54334,14013,54639,13646,82893,92028,56887,72056,94921,14182,75112,32271,37095,93279,84334,48194,73616,42928,87046,23826,200,3552,67039
55885,32122,6967,57831,63580,71727,67307,3333,24027,61771,61383,13175,17411,53431,82205,11529,7197,18260,56865,61332,24395,72187,9952,91504,11648,91185,44707,95045,34845,24981,75643,89766,54138,50736,90325,136
83566,99008,47359,10451,73947,91841,93041,99782,62716,48533,11316,3258,12315,67922,54135,5054,14759,7175,56659,98287,65834,14187,29438,30369,23930,18978,89287,34713,21940,61191,53998,74230,45120,61912,20147,95987
25210,43298,28417,14454,42408,202,83194,71652,84310,19655,55725,52639,62100,19430,68736,78134,78740,68159,50261,50163,13500,91135,99040,66504,18512,97712,17678,14100,22660,54210,25720,49151,39389,31825,17115,3414
96789,87227,79406,86095,62212,51507,5740,86279,21016,6559,87090,58663,34076,94571,39668,66311,65730,57454,2226,8357,87897,66095,78423,26726,46443,99753,53921,22236,32862,14312,12651,25861,5191,64713,20746,82314
42638,54171,90323,22527,47011,15693,64943,53355,28614,10046,39056,19701,25863,90229,52596,89546,67712,26152,14666,22080,86136,92276,23091,56904,54882,48296,70143,63166,26068,5474,51688,52073,70988,34526,89387,77407
4590,24033,6604,88123,82035,43131,35377,13491,14114,50610,26934,80497,43275,12219,66093,40536,76968,57375,35231,37929,683,1182,12857,4403,50742,59722,59492,36593,47997,7807,62813,40203,64513,53525,8072,72921
36396,36326,93885,93247,95650,40592,47441,94485,99901,79302,741,84245,1736,97536,64556,72801,82030,7368,22544,42374,42150,53058,60228,93540,5214,12842,92287,23098,82284,16923,3148,50481,11199,62940,47544,26497
88677,68861,60377,91839,70510,2994,29359,88524,18245,55248,3303,33868,20440,47186,57676,20550,65105,61333,45906,75606,46936,18805,38057,78749,24318,18148,8804,28056,72971,2146,72567,62716,30593,81447,94975,63640
80099,35340,52356,68528,98124,25284,28403,52831,44225,89796,46946,12537,57577,21572,48894,36731,6800,46968,63042,25795,54321,59316,79651,45814,44671,37491,53057,17378,92350,94169,27322,52037,72832,82645,20560,9413
44948,80964,87663,31622,42452,10779,18382,91371,38010,65588,23896,70126,39390,23625,41015,31550,30050,954,68208,81100,6774,60334,91899,21881,8982,66986,84469,38276,59552,82554,16587,88636,58836,97888,61932,72449
4789,49273,64633,21560,23345,37294,29358,19528,37862,5060,87085,31731,37523,15517,55775,24352,70924,83035,1577,87394,47533,44361,59305,19911,42594,17239,92193,85324,71617,63145,42614,7370,69647,72542,92658,75692
2874,29869,17484,13992,47807,84474,2973,8269,48080,55315,95332,19028,99185,52802,16122,22183,64987,14352,67395,37665,44453,82703,27237,32594,58061,26391,11329,97222,10965,79113,87939,14437,69633,4648,4387,97436
79051,29959,26826,82583,65553,60179,36547,61205,27026,84425,6216,75494,41939,65861,43882,67687,41047,71899,25062,40379,18412,98245,69781,400,9871,68108,85166,66277,21229,28867,90978,2313,95886,75639,5219,82051
55234,54613,81813,84504,95991,22805,56968,46401,1979,97371,91117,60376,57556,22952,17751,5465,31716,4296,10396,95209,46076,6800,16439,47626,52373,81434,65672,71299,65779,34828,72103,90579,56427,56905,52287,64874
15580,24762,1685,30127,50235,44482,94086,18602,17537,46254,2681,30656,71197,94449,13242,49813,30032,24901,53721,45850,6028,43050,35891,15650,60596,6495,95795,58173,1680,93859,48892,99581,9768,10643,36370,36843
97104,89048,81343,13863,7873,91919,56243,21356,59409,67325,95564,21843,15726,83731,54022,93921,21081,78821,70717,27867,16323,94269,68843,73677,52254,37766,15705,57465,67716,46818,815,37591,25838,15369,26317,3697
77586,22420,78708,79082,40843,55385,97571,50786,69346,16053,67977,30725,48740,2488,41565,799,73141,89124,25591,80350,15647,90160,81426,51692,51176,45379,46701,24509,8914,36760,59141,37954,78069,21229,87395,6311
98027,38883,42513,80812,61843,93781,11312,89709,7002,29024,40926,20480,49943,38367,51434,23348,19357,20519,38138,45069,18286,24722,89518,86267,15141,90230,22516,67706,43337,17882,25313,89635,27349,90504,80408,21772
61880,47598,7263,92496,96270,53154,26364,38334,57403,31848,66231,77584,10781,83382,42792,45692,46387,99522,54444,62899,6852,76297,25835,44687,74102,58129,12144,17045,76696,74431,86966,46285,77566,18065,76992,59492
91581,53965,33249,2501,62869,55440,42985,99096,89120,84346,83574,52041,75041,27377,95337,61209,91126,71264,39372,6446,98577,98481,67186,20331,17322,26944,26000,29674,89815,89020,16461,89067,84628,31866,86835,10993
68617,65478,27943,4116,39883,28460,14650,26786,92739,94064,18128,74464,96703,69306,63029,51608,87093,65180,94613,80372,90976,17613,57447,93417,69383,99379,43829,62505,24852,36634,67296,28483,48604,58729,53176,74516
72421,10721,10143,66362,82105,91681,92418,15814,13151,17203,54730,63623,42762,40565,13362,42856,23233,17156,7023,35766,19534,7337,24439,89324,52675,13437,69531,76124,54583,71260,30084,55560,37710,35061,78820,92197
8586,24858,91468,27568,24134,30049,37471,4124,49088,68021,43292,75918,25329,90265,53692,32500,81027,22429,17737,78692,3904,7052,12870,34150,84100,84474,45751,11237,45585,94913,27483,729,62205,70718,38765,25450
62957,70805,37906,58560,81487,2172,14824,65341,97927,52315,92872,6234,38918,57907,18064,64929,79250,70516,74347,36786,12655,14103,36798,32669,27812,37678,75669,6541,97123,13047,5609,62541,18599,13312,18274,78208
